mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12785139083862304,0.005264806901831721,0.004832839965820313,0.0014742270598946852,balanced,3,sqrt,5,5,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.6639941690962099,0.6749271137026239,0.6618075801749271,0.7018950437317785,0.687819110138585,0.6780886033688249,0.015067509252467767,122
0.26176066398620607,0.01894076530889926,0.006830263137817383,0.0012755679849291214,balanced,3,sqrt,5,5,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.6610787172011662,0.6756559766763849,0.6632653061224489,0.7048104956268222,0.6885485047410649,0.6786718000735774,0.01635085631946369,112
0.3400702953338623,0.015503704805261656,0.008256483078002929,0.002067313046845352,balanced,3,sqrt,5,5,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 150}",0.6618075801749271,0.6749271137026239,0.6661807580174927,0.7004373177842566,0.687089715536105,0.678088497043081,0.014123374740301496,124
0.10879364013671874,0.007808216382670575,0.004684543609619141,0.00142594868316495,balanced,3,sqrt,5,10,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.6639941690962099,0.6749271137026239,0.6618075801749271,0.7018950437317785,0.687819110138585,0.6780886033688249,0.015067509252467767,122
0.20800995826721191,0.013073112069326593,0.007225227355957031,0.0019473026534225903,balanced,3,sqrt,5,10,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.6610787172011662,0.6756559766763849,0.6632653061224489,0.7048104956268222,0.6885485047410649,0.6786718000735774,0.01635085631946369,112
0.321046781539917,0.0042717967368595,0.006852865219116211,0.000687847889405096,balanced,3,sqrt,5,10,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 150}",0.6618075801749271,0.6749271137026239,0.6661807580174927,0.7004373177842566,0.687089715536105,0.678088497043081,0.014123374740301496,124
0.11656856536865234,0.009295277475267521,0.004553937911987304,0.0013852637358420044,balanced,3,sqrt,5,15,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 50}",0.6639941690962099,0.672740524781341,0.6618075801749271,0.7026239067055393,0.687819110138585,0.6777970581793205,0.015417948093806292,133
0.21470932960510253,0.009533298750658607,0.005704069137573242,0.0009984749046473072,balanced,3,sqrt,5,15,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 100}",0.6588921282798834,0.6778425655976676,0.6639941690962099,0.7026239067055393,0.6885485047410649,0.678380254884073,0.015988643540964294,118
0.3230428695678711,0.02450450728804541,0.012131929397583008,0.005259537538992159,balanced,3,sqrt,5,15,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 150}",0.6610787172011662,0.6749271137026239,0.6661807580174927,0.7018950437317785,0.6856309263311452,0.6779425117968414,0.014592152342565737,129
0.10941977500915527,0.011688677661841994,0.005434179306030273,0.0016342458268179076,balanced,3,sqrt,10,5,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.6654518950437318,0.674198250728863,0.6683673469387755,0.7091836734693877,0.6812545587162655,0.6796911449794047,0.015706113633157097,98
0.2599177360534668,0.0056714243756971075,0.008095550537109374,0.003110272832054694,balanced,3,sqrt,10,5,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.6639941690962099,0.674198250728863,0.6647230320699709,0.7026239067055393,0.687089715536105,0.6785258148273375,0.014659275412163775,115
0.4044013977050781,0.030142861027950923,0.010954856872558594,0.0013787721486788885,balanced,3,sqrt,10,5,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 150}",0.6625364431486881,0.674198250728863,0.6676384839650146,0.7004373177842566,0.6849015317286652,0.6779424054710975,0.013505433621045247,130
0.13744111061096193,0.004640746954882492,0.006330060958862305,0.0022990927135872435,balanced,3,sqrt,10,10,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.6654518950437318,0.674198250728863,0.6683673469387755,0.7091836734693877,0.6812545587162655,0.6796911449794047,0.015706113633157097,98
0.26506972312927246,0.014271514301697964,0.00850992202758789,0.00220129924430051,balanced,3,sqrt,10,10,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.6639941690962099,0.674198250728863,0.6647230320699709,0.7026239067055393,0.687089715536105,0.6785258148273375,0.014659275412163775,115
0.39618663787841796,0.011857166464800645,0.012019729614257813,0.0032230775506776103,balanced,3,sqrt,10,10,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 150}",0.6625364431486881,0.674198250728863,0.6676384839650146,0.7004373177842566,0.6849015317286652,0.6779424054710975,0.013505433621045247,130
0.13242521286010742,0.015341622600892897,0.004020977020263672,0.001059154184271455,balanced,3,sqrt,10,15,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 15, 'n_estimators': 50}",0.6654518950437318,0.674198250728863,0.6683673469387755,0.7091836734693877,0.6812545587162655,0.6796911449794047,0.015706113633157097,98
0.2543339252471924,0.020420742501890823,0.006743907928466797,0.0023605401651134116,balanced,3,sqrt,10,15,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 15, 'n_estimators': 100}",0.6639941690962099,0.674198250728863,0.6647230320699709,0.7026239067055393,0.687089715536105,0.6785258148273375,0.014659275412163775,115
0.3267384052276611,0.005820641863488348,0.007590389251708985,0.0017222562192772159,balanced,3,sqrt,10,15,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'min_samples_split': 15, 'n_estimators': 150}",0.6625364431486881,0.674198250728863,0.6676384839650146,0.7004373177842566,0.6849015317286652,0.6779424054710975,0.013505433621045247,130
0.10733237266540527,0.006786307666618507,0.004456424713134765,0.0014040511750327803,balanced,3,sqrt,15,5,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 5, 'n_estimators': 50}",0.6654518950437318,0.6720116618075802,0.6661807580174927,0.6989795918367347,0.6805251641137856,0.676629814163865,0.01241082023599724,142
0.21549291610717775,0.008471516225123111,0.006391191482543945,0.0012624065471457085,balanced,3,sqrt,15,5,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 5, 'n_estimators': 100}",0.6639941690962099,0.6749271137026239,0.6632653061224489,0.7011661807580175,0.6863603209336251,0.677942618122585,0.01434759608292885,126
0.3697039604187012,0.012026896410265598,0.009883308410644531,0.0020669187741811728,balanced,3,sqrt,15,5,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 5, 'n_estimators': 150}",0.6618075801749271,0.6763848396501457,0.6647230320699709,0.7018950437317785,0.687089715536105,0.6783800422325854,0.014791585196593012,119
0.1339296817779541,0.00312006587143734,0.005303192138671875,0.0015498551339803972,balanced,3,sqrt,15,10,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 50}",0.6654518950437318,0.6720116618075802,0.6661807580174927,0.6989795918367347,0.6805251641137856,0.676629814163865,0.01241082023599724,142
0.2576334476470947,0.01150260492591797,0.008984947204589843,0.0025733024872616975,balanced,3,sqrt,15,10,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 100}",0.6639941690962099,0.6749271137026239,0.6632653061224489,0.7011661807580175,0.6863603209336251,0.677942618122585,0.01434759608292885,126
0.3889922142028809,0.014821109465407614,0.00919346809387207,0.00164154232013613,balanced,3,sqrt,15,10,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 150}",0.6618075801749271,0.6763848396501457,0.6647230320699709,0.7018950437317785,0.687089715536105,0.6783800422325854,0.014791585196593012,119
0.12127213478088379,0.009455969300874341,0.004021596908569336,0.0015523471467515997,balanced,3,sqrt,15,15,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 50}",0.6654518950437318,0.6720116618075802,0.6661807580174927,0.6989795918367347,0.6805251641137856,0.676629814163865,0.01241082023599724,142
0.2438434600830078,0.012499911992435369,0.007370424270629883,0.0019036650158618727,balanced,3,sqrt,15,15,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 100}",0.6639941690962099,0.6749271137026239,0.6632653061224489,0.7011661807580175,0.6863603209336251,0.677942618122585,0.01434759608292885,126
0.37630467414855956,0.006561412718783087,0.009135675430297852,0.0011330411103620533,balanced,3,sqrt,15,15,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 150}",0.6618075801749271,0.6763848396501457,0.6647230320699709,0.7018950437317785,0.687089715536105,0.6783800422325854,0.014791585196593012,119
0.0998192310333252,0.007221378105515467,0.0046193599700927734,0.0011760756851818491,balanced,3,log2,5,5,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 50}",0.6661807580174927,0.6785714285714286,0.6705539358600583,0.6953352769679301,0.6783369803063457,0.6777956759446511,0.009958730084836876,137
0.20303401947021485,0.013983314281974494,0.006872987747192383,0.001642127763694567,balanced,3,log2,5,5,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.6654518950437318,0.6756559766763849,0.6661807580174927,0.6975218658892128,0.674690007293946,0.6759001005841536,0.011598752313101791,151
0.27957930564880373,0.009472966371740393,0.007580089569091797,0.0021055587465078833,balanced,3,log2,5,5,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 150}",0.6647230320699709,0.6749271137026239,0.6654518950437318,0.7011661807580175,0.6885485047410649,0.6789633452630818,0.014046196341437382,104
0.0864706039428711,0.009623785277018463,0.0037995338439941405,0.0012855560701712269,balanced,3,log2,5,10,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50}",0.6661807580174927,0.6785714285714286,0.6705539358600583,0.6953352769679301,0.6783369803063457,0.6777956759446511,0.009958730084836876,137
0.1726088047027588,0.015057631248503213,0.0078028678894042965,0.0021982531513909196,balanced,3,log2,5,10,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.6654518950437318,0.6756559766763849,0.6661807580174927,0.6975218658892128,0.674690007293946,0.6759001005841536,0.011598752313101791,151
0.28592691421508787,0.011044669827966374,0.008599853515625,0.0036237109642891724,balanced,3,log2,5,10,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 150}",0.6647230320699709,0.6749271137026239,0.6654518950437318,0.7011661807580175,0.6885485047410649,0.6789633452630818,0.014046196341437382,104
0.10059962272644044,0.003854414673525616,0.004736661911010742,0.0009279398240689982,balanced,3,log2,5,15,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 50}",0.6661807580174927,0.6778425655976676,0.6749271137026239,0.6953352769679301,0.6790663749088257,0.678670417838908,0.009471679676130237,114
0.1849804401397705,0.009639966607166192,0.007719230651855469,0.0018409192665447193,balanced,3,log2,5,15,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 100}",0.6632653061224489,0.6756559766763849,0.6669096209912536,0.6975218658892128,0.6739606126914661,0.6754626764741533,0.011923355230933236,159
0.27159781455993653,0.009021247327811684,0.008989810943603516,0.0017233396334443353,balanced,3,log2,5,15,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'min_samples_split': 15, 'n_estimators': 150}",0.6639941690962099,0.674198250728863,0.6661807580174927,0.7018950437317785,0.687819110138585,0.6788174663425858,0.01424329920080444,111
0.08954215049743652,0.01046641208134231,0.003953361511230468,0.0013072061775165882,balanced,3,log2,10,5,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.6639941690962099,0.6793002915451894,0.6698250728862973,0.6960641399416909,0.6797957695113056,0.6777958885961387,0.010899661677017326,134
0.17908930778503418,0.009276077883520155,0.007202577590942383,0.0018221586745725835,balanced,3,log2,10,5,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.6632653061224489,0.6771137026239067,0.6669096209912536,0.6997084548104956,0.6761487964989059,0.6766291762094021,0.01269788493095681,145
0.2515955924987793,0.006118170537187875,0.009290170669555665,0.0021853147070165263,balanced,3,log2,10,5,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 5, 'n_estimators': 150}",0.6610787172011662,0.6720116618075802,0.6647230320699709,0.7018950437317785,0.6856309263311452,0.6770678762283282,0.01498884759590488,139
0.0914802074432373,0.005426154489883527,0.004677391052246094,0.0015070259379533955,balanced,3,log2,10,10,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.6639941690962099,0.6793002915451894,0.6698250728862973,0.6960641399416909,0.6797957695113056,0.6777958885961387,0.010899661677017326,134
0.17668523788452148,0.008900870015816251,0.0064907073974609375,0.0018733203528589202,balanced,3,log2,10,10,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.6632653061224489,0.6771137026239067,0.6669096209912536,0.6997084548104956,0.6761487964989059,0.6766291762094021,0.01269788493095681,145
0.2593070030212402,0.027260483745735118,0.007057857513427734,0.0012885373379103657,balanced,3,log2,10,10,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 150}",0.6610787172011662,0.6720116618075802,0.6647230320699709,0.7018950437317785,0.6856309263311452,0.6770678762283282,0.01498884759590488,139
0.09126663208007812,0.008850200239873622,0.003860759735107422,0.0013643315100633688,balanced,3,log2,10,15,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 15, 'n_estimators': 50}",0.6639941690962099,0.6793002915451894,0.6698250728862973,0.6960641399416909,0.6797957695113056,0.6777958885961387,0.010899661677017326,134
0.1806572437286377,0.008817848214753513,0.005223131179809571,0.0008673347249114748,balanced,3,log2,10,15,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 15, 'n_estimators': 100}",0.6632653061224489,0.6771137026239067,0.6669096209912536,0.6997084548104956,0.6761487964989059,0.6766291762094021,0.01269788493095681,145
0.26536927223205564,0.01625294646787201,0.00876312255859375,0.001912415482348756,balanced,3,log2,10,15,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'min_samples_split': 15, 'n_estimators': 150}",0.6610787172011662,0.6720116618075802,0.6647230320699709,0.7018950437317785,0.6856309263311452,0.6770678762283282,0.01498884759590488,139
0.08291077613830566,0.004755644725220714,0.004430007934570312,0.001669255649958356,balanced,3,log2,15,5,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 5, 'n_estimators': 50}",0.6683673469387755,0.673469387755102,0.6647230320699709,0.6960641399416909,0.675419401896426,0.675608661720393,0.01089928873178571,153
0.1718822479248047,0.01373631002524247,0.006806516647338867,0.002578895814441613,balanced,3,log2,15,5,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 5, 'n_estimators': 100}",0.6661807580174927,0.6749271137026239,0.6647230320699709,0.6895043731778425,0.675419401896426,0.6741509357728713,0.008835707106022777,160
0.2673743724822998,0.024597282012563112,0.009760665893554687,0.002918223553166132,balanced,3,log2,15,5,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 5, 'n_estimators': 150}",0.6647230320699709,0.672740524781341,0.6632653061224489,0.6924198250728864,0.6892778993435449,0.6764853174780384,0.012204115811314994,148
0.08919315338134766,0.0044493723176246185,0.004018163681030274,0.0011504887642730434,balanced,3,log2,15,10,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 50}",0.6683673469387755,0.673469387755102,0.6647230320699709,0.6960641399416909,0.675419401896426,0.675608661720393,0.01089928873178571,153
0.19835209846496582,0.0071487717369622715,0.007384729385375976,0.001316517449949977,balanced,3,log2,15,10,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 100}",0.6661807580174927,0.6749271137026239,0.6647230320699709,0.6895043731778425,0.675419401896426,0.6741509357728713,0.008835707106022777,160
0.2816794395446777,0.01733882350906142,0.0074081897735595705,0.001525363845620561,balanced,3,log2,15,10,150,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 10, 'n_estimators': 150}",0.6647230320699709,0.672740524781341,0.6632653061224489,0.6924198250728864,0.6892778993435449,0.6764853174780384,0.012204115811314994,148
0.08470172882080078,0.0076854406112234815,0.0032050609588623047,0.000727600630692878,balanced,3,log2,15,15,50,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 50}",0.6683673469387755,0.673469387755102,0.6647230320699709,0.6960641399416909,0.675419401896426,0.675608661720393,0.01089928873178571,153
0.17751622200012207,0.009080967155877374,0.0059391498565673825,0.001473150509786735,balanced,3,log2,15,15,100,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 15, 'min_samples_split': 15, 'n_estimators': 100}",0.6661807580174927,0.6749271137026239,0.6647230320699709,0.6895043731778425,0.675419401896426,0.6741509357728713,0.008835707106022777,160
